FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,WIFI_HOLD_AT,PET_POSBL_AT,PRKPLCE_EXST_AT,MEE_SLT_AT,LAST_UPDT_DE
재미삼아야구사격장 영등포점,레저/체육/공원,지역체육시설,야구연습장,서울특별시,영등포구,영등포동3가,,3-4 번지,영등포로,248,37.51888078,126.908757,7303,서울특별시 영등포구 영등포로 248,서울특별시 영등포구 영등포동3가 3-4 대흥빌딩,,,Y,N,Y,N,20221104
영등포 골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,영등포동3가,,2-21 번지,영등포로,254,37.51868356,126.9095982,7303,서울특별시 영등포구 영등포로 254,서울특별시 영등포구 영등포동3가 2-21 우성타워,0226338207,http://www2.golfzon.com/ydpgolf,Y,N,Y,N,20221104
티업스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,신길동,,101-7 번지,영등포로,364,37.51412159,126.918361,7317,서울특별시 영등포구 영등포로 364,서울특별시 영등포구 신길동 101-7 대하빌딩,,,N,N,Y,N,20221104
GS스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동1가,,9-4 번지,영등포로,84,37.52190459,126.890666,7291,서울특별시 영등포구 영등포로 84,서울특별시 영등포구 양평동1가 9-4 선암빌딩,0226340754,http://golfzon.com/ghome/#!/ghome/main/5363,Y,N,Y,N,20221104
미라클골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동2가,,12-2 번지,영등포로22길,5,37.52086307,126.8945721,7291,서울특별시 영등포구 영등포로22길 5,서울특별시 영등포구 당산동2가 12-2 미라클시티,0226340888,,Y,N,N,N,20221104
로얄볼링센타,레저/체육/공원,지역체육시설,볼링장,서울특별시,영등포구,당산동1가,,9-1 번지,영등포로28길,5,37.51995668,126.899242,7292,서울특별시 영등포구 영등포로28길 5,서울특별시 영등포구 당산동1가 9-1 당산동코오롱주.상복합아파트,0226728898,https://www.instagram.com/royal.bowling/,Y,Y,Y,N,20221104
영롱이 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,영등포구,문래동5가,,31 번지,영등포로2길,62,37.51786035,126.8819582,7277,서울특별시 영등포구 영등포로2길 62,서울특별시 영등포구 문래동5가 31,,,N,Y,N,Y,20221104
알레클라이밍,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,영등포동6가,,148 번지,영등포로33길,14,37.52154664,126.9028519,7251,서울특별시 영등포구 영등포로33길 14,서울특별시 영등포구 영등포동6가 148 스위트빌,07088622018,http://cafe.naver.com/allerclimbing,Y,N,Y,N,20221104
사격장 영등포점,레저/체육/공원,지역레저시설,사격장,서울특별시,영등포구,영등포동3가,,4-7 번지,영등포로46길,4,37.51897922,126.9076607,7302,서울특별시 영등포구 영등포로46길 4,서울특별시 영등포구 영등포동3가 4-7,,,Y,N,Y,N,20221104
영등포야구연습장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,영등포구,영등포동3가,,14-5 번지,영등포로50길,8-4,37.51840438,126.9090641,7304,서울특별시 영등포구 영등포로50길 8-4,서울특별시 영등포구 영등포동3가 14-5,,,Y,N,N,N,20221104
당산골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동5가,,43 번지,영신로,247,37.5304831,126.9028128,7215,서울특별시 영등포구 영신로 247,서울특별시 영등포구 당산동5가 43 당산센트럴아이파크,,https://blog.naver.com/birdiegolf1872,Y,N,Y,N,20221104
영브로테니스교실,레저/체육/공원,지역체육시설,테니스장,서울특별시,영등포구,영등포동6가,,68-5 번지,영신로38길,15,37.52094959,126.9030139,7251,서울특별시 영등포구 영신로38길 15,서울특별시 영등포구 영등포동6가 68-5 경암빌딩,,,Y,N,Y,N,20221104
제이앤제이볼링센터,레저/체육/공원,지역체육시설,볼링장,서울특별시,영등포구,영등포동3가,,9-13 번지,영중로,12,37.51761761,126.906507,7304,서울특별시 영등포구 영중로 12,서울특별시 영등포구 영등포동3가 9-13 에쉐르아이 시네마 쇼핑몰,0221666923,,Y,N,Y,Y,20221104
이재일탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,영등포동8가,,64-1 번지,영중로,131-10,37.52838339,126.9045573,7228,서울특별시 영등포구 영중로 131-10,서울특별시 영등포구 영등포동8가 64-1 전국자동차운전전문학원연합회관,0220691400,,N,N,Y,N,20221104
푸르지오스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,영등포동8가,,91 번지,영중로,154,37.53118834,126.9060668,7226,서울특별시 영등포구 영중로 154,서울특별시 영등포구 영등포동8가 91 당산 푸르지오,0226339821,,Y,N,Y,Y,20221104
프렌즈아카데미 당산역점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,영등포동8가,,83-2 번지,영중로,159,37.53056271,126.9054209,7227,서울특별시 영등포구 영중로 159,서울특별시 영등포구 영등포동8가 83-2 우송빌딩,0263377700,http://friendsgolfds.modoo.at,Y,N,Y,N,20221104
탈출브라더스,레저/체육/공원,액티비티,방탈출,서울특별시,영등포구,영등포동3가,,23-8 번지,영중로4길,25-1,37.51781386,126.9091668,7304,서울특별시 영등포구 영중로4길 25-1,서울특별시 영등포구 영등포동3가 23-8,,,Y,N,N,N,20221104
이스케이프시티,레저/체육/공원,액티비티,방탈출,서울특별시,영등포구,영등포동3가,,8-1 번지,영중로8길,6,37.51836257,126.9061795,7302,서울특별시 영등포구 영중로8길 6,서울특별시 영등포구 영등포동3가 8-1 성남빌딩,07082867355,http://escapecity.kr/,Y,N,N,N,20221104
국회테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,영등포구,여의도동,,1 번지,의사당대로,1,37.53291197,126.9164039,7233,서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1 국회,,,N,Y,Y,Y,20221104
PGA여의도,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,36 번지,의사당대로,127,37.52024054,126.9264067,7331,서울특별시 영등포구 의사당대로 127,서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어,,,Y,N,Y,N,20221104
한남테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,용산구,한남동,,726-180 번지,다산로,8-12,37.5467031,127.0039272,4417,서울특별시 용산구 다산로 8-12,서울특별시 용산구 한남동 726-180 한남테니스장,027971018,,N,Y,Y,Y,20221104
에이원테니스 한남점,레저/체육/공원,지역체육시설,테니스장,서울특별시,용산구,한남동,,522-1 번지,독서당로,22,37.53016316,127.0078018,4410,서울특별시 용산구 독서당로 22,서울특별시 용산구 한남동 522-1 동원베네스트,,https://blog.naver.com/scg1982/,Y,N,Y,N,20221104
한남스포렉스,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,한남동,,96-3 번지,독서당로,39,37.53159589,127.0070001,4410,서울특별시 용산구 독서당로 39,서울특별시 용산구 한남동 96-3 신성미소시티,027498882,,Y,N,Y,N,20221104
볼하우스 한남점,레저/체육/공원,지역체육시설,볼링장,서울특별시,용산구,한남동,,828 번지,독서당로,46,37.53238119,127.0072578,4410,서울특별시 용산구 독서당로 46,서울특별시 용산구 한남동 828 한남아이파크,027908883,http://bowlhouse.co.kr,Y,N,Y,N,20221104
유엔 테니스 클럽,레저/체육/공원,지역체육시설,테니스장,서울특별시,용산구,한남동,,36-1 번지,독서당로,98,37.53507538,127.0115023,4420,서울특별시 용산구 독서당로 98,서울특별시 용산구 한남동 36-1,027903004,https://www.instagram.com/untennisclub,N,N,Y,N,20221104
골프존GDR골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,원효로1가,,133-3 번지,백범로,341,37.53793867,126.9679734,4315,서울특별시 용산구 백범로 341,서울특별시 용산구 원효로1가 133-3 리첸시아 용산,,,N,N,Y,Y,20221104
티에스스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,한강로2가,,426 번지,백범로99길,40,37.53582586,126.9716393,4375,서울특별시 용산구 백범로99길 40,서울특별시 용산구 한강로2가 426 용산 베르디움 프렌즈,07045300707,,Y,Y,Y,N,20221104
도시어부스크린낚시,레저/체육/공원,지역레저시설,낚시터,서울특별시,용산구,보광동,,231-19 번지,보광로,49,37.52836348,126.9987006,4394,서울특별시 용산구 보광로 49,서울특별시 용산구 보광동 231-19,,,Y,N,N,N,20221104
사이버스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,신계동,,24-8 번지,새창로45길,30,37.53465031,126.963968,4370,서울특별시 용산구 새창로45길 30,서울특별시 용산구 신계동 24-8,027126700,http://www.golfzon.com/s6700,N,N,N,N,20221104
그랜드하얏트서울 아이스링크,레저/체육/공원,지역레저시설,스케이트장,서울특별시,용산구,한남동,,747-7 번지,소월로,322,37.53976298,126.9962408,4347,서울특별시 용산구 소월로 322,서울특별시 용산구 한남동 747-7 하얏트호텔,027998112,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-seoul/selrs/area-attractions,N,N,Y,N,20221104
용산탁구,레저/체육/공원,지역체육시설,탁구장,서울특별시,용산구,원효로2가,,91-3 번지,원효로,161,37.53527514,126.9608276,4363,서울특별시 용산구 원효로 161,서울특별시 용산구 원효로2가 91-3 방선빈치과,027940333,,N,N,Y,N,20221104
즐거운탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,용산구,한강로3가,,40-879 번지,이촌로,105,37.5239099,126.9597155,4380,서울특별시 용산구 이촌로 105,서울특별시 용산구 한강로3가 40-879,,http://즐거운탁구클럽.com/,N,N,N,N,20221104
이촌골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,용산구,이촌동,,300-58 번지,이촌로,276-1,37.51858454,126.977396,4426,서울특별시 용산구 이촌로 276-1,서울특별시 용산구 이촌동 300-58,,,N,N,N,N,20221104
하나은행골드클럽 골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,이촌동,,302-44 번지,이촌로64길,14,37.52051069,126.9700249,4427,서울특별시 용산구 이촌로64길 14,서울특별시 용산구 이촌동 302-44,,,N,N,Y,Y,20221104
이촌스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,이촌동,,302-88 번지,이촌로64길,24,37.52000492,126.9698719,4427,서울특별시 용산구 이촌로64길 24,서울특별시 용산구 이촌동 302-88,027922271,,Y,N,N,N,20221104
용강중학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,용산구,이촌동,,301-78 번지,이촌로65가길,91,37.52157693,126.9754853,4423,서울특별시 용산구 이촌로65가길 91,서울특별시 용산구 이촌동 301-78 용강중학교,,,N,Y,Y,Y,20221104
이촌 전용롤러스케이트장,레저/체육/공원,지역레저시설,스케이트장,서울특별시,용산구,이촌동,,302-17 번지,이촌로72길,62,37.51782059,126.9708509,4427,서울특별시 용산구 이촌로72길 62,서울특별시 용산구 이촌동 302-17 한강공원 이촌안내센터,,,N,Y,Y,Y,20221104
스매싱볼 이태원점,레저/체육/공원,지역체육시설,볼링장,서울특별시,용산구,이태원동,,183-1 번지,이태원로,145,37.53458852,126.9899077,4351,서울특별시 용산구 이태원로 145,서울특별시 용산구 이태원동 183-1 동호프라자.외환은행,027972231,http://smashingbowl.com/,N,N,Y,N,20221104
세븐골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,한남동,,737-28 번지,이태원로,217,37.53517639,126.9979065,4349,서울특별시 용산구 이태원로 217,서울특별시 용산구 한남동 737-28 현대안성타워,027943521,http://m.golfzon.com/ghome/#!/ghome/main/7564,Y,Y,Y,Y,20221104
서울용산국제학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,용산구,한남동,,10-212 번지,이태원로,285,37.54102641,127.0011366,4347,서울특별시 용산구 이태원로 285,서울특별시 용산구 한남동 산10-212,,,N,Y,Y,Y,20221104
프로골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,동빙고동,,1-66 번지,장문로,41,37.52773168,126.9949718,4392,서울특별시 용산구 장문로 41,서울특별시 용산구 동빙고동 1-66,0237852161,,N,N,N,N,20221104
동서골프프라자,레저/체육/공원,지역레저시설,실외골프연습장,서울특별시,용산구,청파동1가,,180-24 번지,청파로,314,37.54769106,126.970638,4301,서울특별시 용산구 청파로 314,서울특별시 용산구 청파동1가 180-24,027142011,http://www.ds-golf.co.kr/,N,Y,Y,Y,20221104
용산골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,한강로3가,,16-9 번지,청파로,74,37.53278886,126.9595585,4372,서울특별시 용산구 청파로 74,서울특별시 용산구 한강로3가 16-9 전자랜드,,,Y,N,Y,N,20221104
랜드골프존스크린,레저/체육/공원,지역레저시설,스크린골프,서울특별시,용산구,원효로3가,,51-31 번지,청파로,75,37.53342796,126.9590933,4366,서울특별시 용산구 청파로 75,서울특별시 용산구 원효로3가 51-31 전자랜드별관,027120754,,N,N,Y,N,20221104
스트라이크존 서울용산드레곤시티호텔구장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,용산구,한강로3가,,40-969 번지,청파로20길,95,37.53216815,126.9608842,4372,서울특별시 용산구 청파로20길 95,서울특별시 용산구 한강로3가 40-969 서울드래곤시티,,https://www.strikezon.com,N,N,Y,N,20221104
남산탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,용산구,청파동1가,,132-3 번지,청파로71길,5,37.54921166,126.96951,4308,서울특별시 용산구 청파로71길 5,서울특별시 용산구 청파동1가 132-3,0232753346,,N,N,Y,N,20221104
