FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,WIFI_HOLD_AT,PET_POSBL_AT,PRKPLCE_EXST_AT,MEE_SLT_AT,LAST_UPDT_DE
한강유람선 뚝섬선착장,레저/체육/공원,대형레저시설,유람선,서울특별시,광진구,자양동,,131 번지,강변북로,2160,37.53132143,127.06059,5089,서울특별시 광진구 강변북로 2160,서울특별시 광진구 자양동 131 광진소방서수난구조대,,http://www.elandcruise.com,Y,Y,Y,Y,20221104
한강유람선 뚝섬선착장,레저/체육/공원,대형레저시설,유람선,서울특별시,광진구,자양동,,131 번지,강변북로,2160,37.53132143,127.06059,5089,서울특별시 광진구 강변북로 2160,서울특별시 광진구 자양동 131 광진소방서수난구조대,,http://www.elandcruise.com,N,N,N,N,20221104
서프존45,레저/체육/공원,대형레저시설,수상스키,서울특별시,광진구,자양동,,564 번지,강변북로,2326,37.5270468,127.0794409,5111,서울특별시 광진구 강변북로 2326,서울특별시 광진구 자양동 564 뚝섬제방 윈드서핑장,,http://www.instagram.com/surfzone45,Y,Y,Y,Y,20221104
서프존45,레저/체육/공원,대형레저시설,수상스키,서울특별시,광진구,자양동,,564 번지,강변북로,2326,37.5270468,127.0794409,5111,서울특별시 광진구 강변북로 2326,서울특별시 광진구 자양동 564 뚝섬제방 윈드서핑장,,http://www.instagram.com/surfzone45,Y,Y,Y,Y,20221104
동서울그랜드볼링센터,레저/체육/공원,지역체육시설,볼링장,서울특별시,광진구,구의동,,546-1 번지,강변역로,50,37.53453851,127.0941841,5116,서울특별시 광진구 강변역로 50,서울특별시 광진구 구의동 546-1 동서울종합터미널,024441100,https://cafe.naver.com/grangbc,Y,N,Y,N,20221104
동서울그랜드볼링센터,레저/체육/공원,지역체육시설,볼링장,서울특별시,광진구,구의동,,546-1 번지,강변역로,50,37.53453851,127.0941841,5116,서울특별시 광진구 강변역로 50,서울특별시 광진구 구의동 546-1 동서울종합터미널,024441100,https://cafe.naver.com/grangbc,N,N,Y,N,20221104
삼우스크린골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,587-6 번지,강변역로2길,12,37.53770077,127.0912901,5048,서울특별시 광진구 강변역로2길 12,서울특별시 광진구 구의동 587-6 삼우골프,024553960,,Y,N,Y,Y,20221104
삼우스크린골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,587-6 번지,강변역로2길,12,37.53770077,127.0912901,5048,서울특별시 광진구 강변역로2길 12,서울특별시 광진구 구의동 587-6 삼우골프,024553960,,N,N,Y,N,20221104
볼랩 어린이대공원점,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,화양동,,18-9 번지,광나루로,358,37.5477849,127.069654,5008,서울특별시 광진구 광나루로 358,서울특별시 광진구 화양동 18-9 화양 디펠리체,050713213653,https://www.balllab.co.kr,N,Y,Y,Y,20221104
볼랩 어린이대공원점,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,화양동,,18-9 번지,광나루로,358,37.5477849,127.069654,5008,서울특별시 광진구 광나루로 358,서울특별시 광진구 화양동 18-9 화양 디펠리체,050713213653,https://www.balllab.co.kr,Y,N,Y,N,20221104
언더파스크린골프 광진구점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,202-27 번지,광나루로,586,37.54288017,127.0937033,5033,서울특별시 광진구 광나루로 586,서울특별시 광진구 구의동 202-27,,,Y,N,Y,Y,20221104
언더파스크린골프 광진구점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,202-27 번지,광나루로,586,37.54288017,127.0937033,5033,서울특별시 광진구 광나루로 586,서울특별시 광진구 구의동 202-27,,,N,N,Y,N,20221104
광장테니스아카데미,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,530-25 번지,광나루로,603,37.54196502,127.0955115,4984,서울특별시 광진구 광나루로 603,서울특별시 광진구 광장동 530-25 광장빌딩,024567727,http://www.gjtennis.com,N,N,N,N,20221104
광장테니스아카데미,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,광장동,,530-25 번지,광나루로,603,37.54196502,127.0955115,4984,서울특별시 광진구 광나루로 603,서울특별시 광진구 광장동 530-25 광장빌딩,024567727,http://www.gjtennis.com,N,N,N,N,20221104
케이이스케이프,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,21-23 번지,광나루로14길,8,37.54781268,127.0686954,5007,서울특별시 광진구 광나루로14길 8,서울특별시 광진구 화양동 21-23 케이타워 오피스텔 A,024620240,http://www.kescape.co.kr,Y,N,Y,N,20221104
케이이스케이프,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,21-23 번지,광나루로14길,8,37.54781268,127.0686954,5007,서울특별시 광진구 광나루로14길 8,서울특별시 광진구 화양동 21-23 케이타워 오피스텔 A,024620240,http://www.kescape.co.kr,N,N,N,N,20221104
구의공원 배드민턴장,레저/체육/공원,지역체육시설,배드민턴장,서울특별시,광진구,구의동,,546-2 번지,광나루로56길,86,37.53650324,127.0947414,5118,서울특별시 광진구 광나루로56길 86,서울특별시 광진구 구의동 546-2 구의공원 공중화장실,,,N,Y,Y,Y,20221104
구의공원 배드민턴장,레저/체육/공원,지역체육시설,배드민턴장,서울특별시,광진구,구의동,,546-2 번지,광나루로56길,86,37.53650324,127.0947414,5118,서울특별시 광진구 광나루로56길 86,서울특별시 광진구 구의동 546-2 구의공원 공중화장실,,,N,N,N,N,20221104
장로회신학대학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,광진구,광장동,,353 번지,광장로5길,25-1,37.55008058,127.104754,4965,서울특별시 광진구 광장로5길 25-1,서울특별시 광진구 광장동 353 장로회신학대학교,,,N,N,Y,Y,20221104
장로회신학대학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,광진구,광장동,,353 번지,광장로5길,25-1,37.55008058,127.104754,4965,서울특별시 광진구 광장로5길 25-1,서울특별시 광진구 광장동 353 장로회신학대학교,,,N,N,N,N,20221104
쉐르빌골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,199-18 번지,구의강변로,106,37.53985699,127.0948966,5117,서울특별시 광진구 구의강변로 106,서울특별시 광진구 구의동 199-18 구의동삼성쉐르빌 101동,024520975,,Y,N,Y,Y,20221104
쉐르빌골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,199-18 번지,구의강변로,106,37.53985699,127.0948966,5117,서울특별시 광진구 구의강변로 106,서울특별시 광진구 구의동 199-18 구의동삼성쉐르빌 101동,024520975,,N,N,N,N,20221104
이글골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,599 번지,구의강변로,30,37.53369899,127.0918556,5116,서울특별시 광진구 구의강변로 30,서울특별시 광진구 구의동 599 목림빌딩,024564432,,Y,N,Y,Y,20221104
이글골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,구의동,,599 번지,구의강변로,30,37.53369899,127.0918556,5116,서울특별시 광진구 구의강변로 30,서울특별시 광진구 구의동 599 목림빌딩,024564432,,N,N,N,N,20221104
스카이스포츠클럽,레저/체육/공원,지역체육시설,풋살장,서울특별시,광진구,구의동,,223-65 번지,구의로,28,37.54029274,127.0897936,5036,서울특별시 광진구 구의로 28,서울특별시 광진구 구의동 223-65,,https://iamground.kr/,N,N,Y,Y,20221104
스카이스포츠클럽,레저/체육/공원,지역체육시설,풋살장,서울특별시,광진구,구의동,,223-65 번지,구의로,28,37.54029274,127.0897936,5036,서울특별시 광진구 구의로 28,서울특별시 광진구 구의동 223-65,,https://iamground.kr/,N,N,Y,N,20221104
세종스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,군자동,,362-1 번지,군자로,70,37.54906045,127.0708616,5004,서울특별시 광진구 군자로 70,서울특별시 광진구 군자동 362-1 동일흥업주식회사,024980031,,Y,N,Y,Y,20221104
세종스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,군자동,,362-1 번지,군자로,70,37.54906045,127.0708616,5004,서울특별시 광진구 군자로 70,서울특별시 광진구 군자동 362-1 동일흥업주식회사,024980031,,N,N,N,N,20221104
군자탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,군자동,,363-7 번지,군자로,80,37.55025944,127.0711104,5004,서울특별시 광진구 군자로 80,서울특별시 광진구 군자동 363-7,0260827979,,Y,N,Y,N,20221104
군자탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,군자동,,363-7 번지,군자로,80,37.55025944,127.0711104,5004,서울특별시 광진구 군자로 80,서울특별시 광진구 군자동 363-7,0260827979,,N,N,N,N,20221104
건국대학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,광진구,화양동,,1 번지,능동로,120,37.53918267,127.0747119,5029,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1 건국대학교,,,N,N,Y,Y,20221104
건국대학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,광진구,화양동,,1 번지,능동로,120,37.53918267,127.0747119,5029,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1 건국대학교,,,N,N,N,N,20221104
이튼스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,855 번지,능동로,18,37.53268464,127.0678785,5096,서울특별시 광진구 능동로 18,서울특별시 광진구 자양동 855 이튼타워리버3차,024677452,,Y,N,Y,Y,20221104
이튼스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,855 번지,능동로,18,37.53268464,127.0678785,5096,서울특별시 광진구 능동로 18,서울특별시 광진구 자양동 855 이튼타워리버3차,024677452,,N,N,N,N,20221104
세종대학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,광진구,군자동,,98 번지,능동로,209,37.55160814,127.0731832,5006,서울특별시 광진구 능동로 209,서울특별시 광진구 군자동 98 세종대학교,,,N,N,Y,Y,20221104
세종대학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,광진구,군자동,,98 번지,능동로,209,37.55160814,127.0731832,5006,서울특별시 광진구 능동로 209,서울특별시 광진구 군자동 98 세종대학교,,,N,N,N,N,20221104
어린이대공원 풋살경기장,레저/체육/공원,지역체육시설,풋살장,서울특별시,광진구,능동,,18 번지,능동로,216,37.5520117,127.0787724,4991,서울특별시 광진구 능동로 216,서울특별시 광진구 능동 18 어린이대공원,,,N,Y,Y,Y,20221104
어린이대공원 풋살경기장,레저/체육/공원,지역체육시설,풋살장,서울특별시,광진구,능동,,18 번지,능동로,216,37.5520117,127.0787724,4991,서울특별시 광진구 능동로 216,서울특별시 광진구 능동 18 어린이대공원,,,N,N,N,N,20221104
테니스클럽하우스,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,군자동,,249 번지,능동로,237,37.551325,127.0761017,4998,서울특별시 광진구 능동로 237,서울특별시 광진구 군자동 249,,https://instagram.com/tennis_club_house,Y,N,Y,N,20221104
테니스클럽하우스,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,군자동,,249 번지,능동로,237,37.551325,127.0761017,4998,서울특별시 광진구 능동로 237,서울특별시 광진구 군자동 249,,https://instagram.com/tennis_club_house,Y,N,Y,N,20221104
군자프리미엄탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,군자동,,1-10 번지,능동로,275-1,37.55469418,127.0777833,4997,서울특별시 광진구 능동로 275-1,서울특별시 광진구 군자동 1-10 동원빌딩,024618035,,Y,N,Y,N,20221104
군자프리미엄탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,군자동,,1-10 번지,능동로,275-1,37.55469418,127.0777833,4997,서울특별시 광진구 능동로 275-1,서울특별시 광진구 군자동 1-10 동원빌딩,024618035,,N,N,N,N,20221104
더프라자 골프 뚝섬점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,74-14 번지,능동로,7,37.53234073,127.0667714,5086,서울특별시 광진구 능동로 7,서울특별시 광진구 자양동 74-14,024670720,http://tpzstudio.com/,Y,N,Y,N,20221104
더프라자 골프 뚝섬점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,74-14 번지,능동로,7,37.53234073,127.0667714,5086,서울특별시 광진구 능동로 7,서울특별시 광진구 자양동 74-14,024670720,http://tpzstudio.com/,Y,N,Y,N,20221104
스트라이크존 서울건대역구장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,광진구,화양동,,10-1 번지,능동로13길,39,37.54395902,127.0697577,5016,서울특별시 광진구 능동로13길 39,서울특별시 광진구 화양동 10-1 한아름건물,024650079,http://www.strikezon.com,Y,N,Y,Y,20221104
스트라이크존 서울건대역구장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,광진구,화양동,,10-1 번지,능동로13길,39,37.54395902,127.0697577,5016,서울특별시 광진구 능동로13길 39,서울특별시 광진구 화양동 10-1 한아름건물,024650079,http://www.strikezon.com,N,N,N,N,20221104
트루이스케이프룸 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,15-54 번지,능동로13길,54,37.5442666,127.0697892,5012,서울특별시 광진구 능동로13길 54,서울특별시 광진구 화양동 15-54,024622250,http://www.t-escape.com/,Y,N,Y,N,20221104
트루이스케이프룸 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,15-54 번지,능동로13길,54,37.5442666,127.0697892,5012,서울특별시 광진구 능동로13길 54,서울특별시 광진구 화양동 15-54,024622250,http://www.t-escape.com/,N,N,N,N,20221104
싱글골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,능동,,223-9 번지,능동로34길,27,37.55525567,127.081018,4985,서울특별시 광진구 능동로34길 27,서울특별시 광진구 능동 223-9 원진빌딩,024441109,,Y,N,Y,Y,20221104
싱글골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,능동,,223-9 번지,능동로34길,27,37.55525567,127.081018,4985,서울특별시 광진구 능동로34길 27,서울특별시 광진구 능동 223-9 원진빌딩,024441109,,N,N,N,N,20221104
메가VR,레저/체육/공원,액티비티,VR,서울특별시,광진구,능동,,220-11 번지,능동로36길,9,37.55630031,127.0797932,4985,서울특별시 광진구 능동로36길 9,서울특별시 광진구 능동 220-11,,,Y,N,Y,N,20221104
메가VR,레저/체육/공원,액티비티,VR,서울특별시,광진구,능동,,220-11 번지,능동로36길,9,37.55630031,127.0797932,4985,서울특별시 광진구 능동로36길 9,서울특별시 광진구 능동 220-11,,,N,N,N,N,20221104
온그린골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,856 번지,능동로4길,38,37.53270328,127.0691438,5096,서울특별시 광진구 능동로4길 38,서울특별시 광진구 자양동 856 이튼타워리버5차,0269592663,,Y,N,Y,Y,20221104
온그린골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,856 번지,능동로4길,38,37.53270328,127.0691438,5096,서울특별시 광진구 능동로4길 38,서울특별시 광진구 자양동 856 이튼타워리버5차,0269592663,,N,N,N,N,20221104
엑스케이프,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,50-2 번지,동일로,112,37.54253988,127.0644906,5020,서울특별시 광진구 동일로 112,서울특별시 광진구 화양동 50-2,024639366,http://xcape.co.kr,Y,N,Y,N,20221104
엑스케이프,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,50-2 번지,동일로,112,37.54253988,127.0644906,5020,서울특별시 광진구 동일로 112,서울특별시 광진구 화양동 50-2,024639366,http://xcape.co.kr,N,N,N,N,20221104
호수 낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,광진구,화양동,,41-8 번지,동일로,146,37.54529671,127.066041,5014,서울특별시 광진구 동일로 146,서울특별시 광진구 화양동 41-8,,,Y,N,Y,Y,20221104
호수 낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,광진구,화양동,,41-8 번지,동일로,146,37.54529671,127.066041,5014,서울특별시 광진구 동일로 146,서울특별시 광진구 화양동 41-8,,,N,N,N,N,20221104
또와또낚시카페,레저/체육/공원,지역레저시설,낚시터,서울특별시,광진구,화양동,,23-40 번지,동일로,166,37.54690482,127.0669904,5007,서울특별시 광진구 동일로 166,서울특별시 광진구 화양동 23-40,07040781255,,Y,N,Y,Y,20221104
또와또낚시카페,레저/체육/공원,지역레저시설,낚시터,서울특별시,광진구,화양동,,23-40 번지,동일로,166,37.54690482,127.0669904,5007,서울특별시 광진구 동일로 166,서울특별시 광진구 화양동 23-40,07040781255,,N,N,N,N,20221104
QED골프아카데미 광진점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,화양동,,23-5 번지,동일로,174,37.54752897,127.067417,5007,서울특별시 광진구 동일로 174,서울특별시 광진구 화양동 23-5 더 메종 건대,024997072,https://blog.naver.com/time2golf,Y,N,Y,N,20221104
QED골프아카데미 광진점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,화양동,,23-5 번지,동일로,174,37.54752897,127.067417,5007,서울특별시 광진구 동일로 174,서울특별시 광진구 화양동 23-5 더 메종 건대,024997072,https://blog.naver.com/time2golf,Y,N,Y,N,20221104
마스터키 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,24-2 번지,동일로,96,37.54112069,127.0637063,5071,서울특별시 광진구 동일로 96,서울특별시 광진구 자양동 24-2,024625655,http://www.master-key.co.kr,N,N,N,N,20221104
마스터키 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,24-2 번지,동일로,96,37.54112069,127.0637063,5071,서울특별시 광진구 동일로 96,서울특별시 광진구 자양동 24-2,024625655,http://www.master-key.co.kr,N,N,N,N,20221104
건대탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,10-20 번지,동일로18길,53,37.53934233,127.0659467,5072,서울특별시 광진구 동일로18길 53,서울특별시 광진구 자양동 10-20,0222132997,,Y,N,N,N,20221104
건대탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,10-20 번지,동일로18길,53,37.53934233,127.0659467,5072,서울특별시 광진구 동일로18길 53,서울특별시 광진구 자양동 10-20,0222132997,,N,N,N,N,20221104
마스터키프라임 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,9-31 번지,동일로20길,72,37.540224,127.067455,5072,서울특별시 광진구 동일로20길 72,서울특별시 광진구 자양동 9-31,07042398880,http://www.master-key.co.kr,Y,N,Y,N,20221104
마스터키프라임 건대점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,9-31 번지,동일로20길,72,37.540224,127.067455,5072,서울특별시 광진구 동일로20길 72,서울특별시 광진구 자양동 9-31,07042398880,http://www.master-key.co.kr,N,N,N,N,20221104
마스터키 건대로데오점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,5-70 번지,동일로20길,98,37.53980564,127.0687575,5073,서울특별시 광진구 동일로20길 98,서울특별시 광진구 자양동 5-70,024661113,http://www.master-key.co.kr/home/office,Y,N,Y,N,20221104
마스터키 건대로데오점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,5-70 번지,동일로20길,98,37.53980564,127.0687575,5073,서울특별시 광진구 동일로20길 98,서울특별시 광진구 자양동 5-70,024661113,http://www.master-key.co.kr/home/office,N,N,N,N,20221104
머더파커 건대2호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,48-31 번지,동일로22길,68,37.54139733,127.0678415,5019,서울특별시 광진구 동일로22길 68,서울특별시 광진구 화양동 48-31,024622537,http://www.murderparker.com,Y,N,Y,N,20221104
머더파커 건대2호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,48-31 번지,동일로22길,68,37.54139733,127.0678415,5019,서울특별시 광진구 동일로22길 68,서울특별시 광진구 화양동 48-31,024622537,http://www.murderparker.com,N,N,N,N,20221104
야구사격연습장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,광진구,화양동,,7-6 번지,동일로22길,80,37.54121918,127.0685192,5018,서울특별시 광진구 동일로22길 80,서울특별시 광진구 화양동 7-6,,,Y,N,Y,Y,20221104
야구사격연습장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,광진구,화양동,,7-6 번지,동일로22길,80,37.54121918,127.0685192,5018,서울특별시 광진구 동일로22길 80,서울특별시 광진구 화양동 7-6,,,N,N,N,N,20221104
비밀의화원 포레스트,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,8-8 번지,동일로24길,102,37.54222705,127.0704799,5017,서울특별시 광진구 동일로24길 102,서울특별시 광진구 화양동 8-8,024684440,http://www.secretgardenescape.com/,Y,N,Y,N,20221104
비밀의화원 포레스트,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,화양동,,8-8 번지,동일로24길,102,37.54222705,127.0704799,5017,서울특별시 광진구 동일로24길 102,서울특별시 광진구 화양동 8-8,024684440,http://www.secretgardenescape.com/,Y,N,N,N,20221104
볼랩 성수자양점,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,자양동,,236-127 번지,뚝섬로,462,37.53691557,127.0617923,5081,서울특별시 광진구 뚝섬로 462,서울특별시 광진구 자양동 236-127,050713213653,http://balllab.co.kr,Y,Y,Y,N,20221104
볼랩 성수자양점,레저/체육/공원,지역체육시설,테니스장,서울특별시,광진구,자양동,,236-127 번지,뚝섬로,462,37.53691557,127.0617923,5081,서울특별시 광진구 뚝섬로 462,서울특별시 광진구 자양동 236-127,050713213653,http://balllab.co.kr,Y,Y,Y,N,20221104
현대밸리골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,광진구,자양동,,761 번지,뚝섬로,542,37.53458664,127.0702112,5090,서울특별시 광진구 뚝섬로 542,서울특별시 광진구 자양동 761 자양2차현대아파트,024522550,http://www.9017.net/hyundaivally,Y,N,Y,N,20221104
현대밸리골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,광진구,자양동,,761 번지,뚝섬로,542,37.53458664,127.0702112,5090,서울특별시 광진구 뚝섬로 542,서울특별시 광진구 자양동 761 자양2차현대아파트,024522550,http://www.9017.net/hyundaivally,N,N,N,N,20221104
썬스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,520-9 번지,뚝섬로,585,37.53358482,127.0750486,5068,서울특별시 광진구 뚝섬로 585,서울특별시 광진구 자양동 520-9 신축빌딩,,,Y,N,Y,Y,20221104
썬스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,520-9 번지,뚝섬로,585,37.53358482,127.0750486,5068,서울특별시 광진구 뚝섬로 585,서울특별시 광진구 자양동 520-9 신축빌딩,,,N,N,N,N,20221104
지엠골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,533-4 번지,뚝섬로33길,45,37.53700968,127.0700993,5070,서울특별시 광진구 뚝섬로33길 45,서울특별시 광진구 자양동 533-4 상석빌딩,,,Y,N,Y,Y,20221104
지엠골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,533-4 번지,뚝섬로33길,45,37.53700968,127.0700993,5070,서울특별시 광진구 뚝섬로33길 45,서울특별시 광진구 자양동 533-4 상석빌딩,,,N,N,N,N,20221104
광진탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,762 번지,뚝섬로35길,14,37.53536127,127.070752,5070,서울특별시 광진구 뚝섬로35길 14,서울특별시 광진구 자양동 762 한라아파트,,,Y,N,Y,N,20221104
광진탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,762 번지,뚝섬로35길,14,37.53536127,127.070752,5070,서울특별시 광진구 뚝섬로35길 14,서울특별시 광진구 자양동 762 한라아파트,,,N,N,N,N,20221104
태초골프골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,762 번지,뚝섬로35길,9,37.53529508,127.0702329,5070,서울특별시 광진구 뚝섬로35길 9,서울특별시 광진구 자양동 762 한라아파트,024527008,,Y,N,Y,Y,20221104
태초골프골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,자양동,,762 번지,뚝섬로35길,9,37.53529508,127.0702329,5070,서울특별시 광진구 뚝섬로35길 9,서울특별시 광진구 자양동 762 한라아파트,024527008,,N,N,N,N,20221104
WIN fc 축구교실,레저/체육/공원,지역체육시설,풋살장,서울특별시,광진구,자양동,,516-3 번지,뚝섬로37길,11,37.53500962,127.0717849,5070,서울특별시 광진구 뚝섬로37길 11,서울특별시 광진구 자양동 516-3 자양우성3차아파트,,https://m.blog.naver.com/PostList.naver?blogId=dlrlwhrrn,N,N,Y,N,20221104
WIN fc 축구교실,레저/체육/공원,지역체육시설,풋살장,서울특별시,광진구,자양동,,516-3 번지,뚝섬로37길,11,37.53500962,127.0717849,5070,서울특별시 광진구 뚝섬로37길 11,서울특별시 광진구 자양동 516-3 자양우성3차아파트,,https://m.blog.naver.com/PostList.naver?blogId=dlrlwhrrn,N,N,N,N,20221104
호탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,580-1 번지,뚝섬로41길,8,37.53394212,127.0751015,5068,서울특별시 광진구 뚝섬로41길 8,서울특별시 광진구 자양동 580-1,024568979,,Y,N,Y,N,20221104
호탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,자양동,,580-1 번지,뚝섬로41길,8,37.53394212,127.0751015,5068,서울특별시 광진구 뚝섬로41길 8,서울특별시 광진구 자양동 580-1,024568979,,N,N,N,N,20221104
힐탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,구의동,,596-1 번지,뚝섬로66길,7,37.53364665,127.090331,5115,서울특별시 광진구 뚝섬로66길 7,서울특별시 광진구 구의동 596-1 힐하우스,,,Y,N,Y,N,20221104
힐탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,구의동,,596-1 번지,뚝섬로66길,7,37.53364665,127.090331,5115,서울특별시 광진구 뚝섬로66길 7,서울특별시 광진구 구의동 596-1 힐하우스,,,N,N,N,N,20221104
소재섭탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,중곡동,,171-1 번지,면목로,160,37.56743643,127.082302,4904,서울특별시 광진구 면목로 160,서울특별시 광진구 중곡동 171-1,024998667,,Y,N,Y,N,20221104
소재섭탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,광진구,중곡동,,171-1 번지,면목로,160,37.56743643,127.082302,4904,서울특별시 광진구 면목로 160,서울특별시 광진구 중곡동 171-1,024998667,,N,N,N,N,20221104
제이디스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,중곡동,,199-1 번지,면목로,192,37.57017821,127.0833819,4903,서울특별시 광진구 면목로 192,서울특별시 광진구 중곡동 199-1,024472588,,Y,N,Y,Y,20221104
제이디스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,광진구,중곡동,,199-1 번지,면목로,192,37.57017821,127.0833819,4903,서울특별시 광진구 면목로 192,서울특별시 광진구 중곡동 199-1,024472588,,N,N,N,N,20221104
넥스트에디션 건대2호점,레저/체육/공원,액티비티,방탈출,서울특별시,광진구,자양동,,17-5 번지,아차산로,192,37.54155681,127.064967,5071,서울특별시 광진구 아차산로 192,서울특별시 광진구 자양동 17-5,05074178580,http://www.nextedition.co.kr,Y,N,Y,N,20221104
